cg08169020,chr14:68790171-68790172 - 2bp, 1CpGs: 20366646-20366647
cg19222405,chr19:1826868-1826869 - 2bp, 1CpGs: 24942029-24942030
cg27239168,chr16:58158232-58158233 - 2bp, 1CpGs: 22439334-22439335
cg27238852,chr16:58158270-58158271 - 2bp, 1CpGs: 22439337-22439338
cg03479204,chr13:113538840-113538841 - 2bp, 1CpGs: 19899260-19899261
cg21561701,chr13:113538835-113538836 - 2bp, 1CpGs: 19899259-19899260
cg06328338,chr16:1461418-1461419 - 2bp, 1CpGs: 21774876-21774877
cg09541794,chr8:143790682-143790683 - 2bp, 1CpGs: 13746695-13746696
cg02227036,chr16:50391418-50391419 - 2bp, 1CpGs: 22356799-22356800
cg01986767,chr16:50391440-50391441 - 2bp, 1CpGs: 22356802-22356803
cg06480482,chr16:29254399-29254400 - 2bp, 1CpGs: 22173291-22173292
cg26555052,chr5:180601767-180601768 - 2bp, 1CpGs: 9296335-9296336
cg07619683,chr6:151804945-151804946 - 2bp, 1CpGs: 10594907-10594908
cg07189962,chr6:151804957-151804958 - 2bp, 1CpGs: 10594908-10594909
cg25495024,chr17:9286290-9286291 - 2bp, 1CpGs: 23055951-23055952
cg13972986,chr7:4817439-4817440 - 2bp, 1CpGs: 10938993-10938994
cg24419436,chr19:4446034-4446035 - 2bp, 1CpGs: 25024334-25024335
cg06656553,chr16:89894193-89894194 - 2bp, 1CpGs: 22865348-22865349
cg10185853,chr2:240642213-240642214 - 2bp, 1CpGs: 4533582-4533583
cg17676132,chr11:64118732-64118733 - 2bp, 1CpGs: 17048812-17048813
cg18093064,chr11:64118757-64118758 - 2bp, 1CpGs: 17048815-17048816
cg16326123,chr2:239094190-239094191 - 2bp, 1CpGs: 4503509-4503510
cg27369096,chr5:2169655-2169656 - 2bp, 1CpGs: 7799260-7799261
cg26943056,chr5:2169701-2169702 - 2bp, 1CpGs: 7799264-7799265
cg07213685,chr5:2169615-2169616 - 2bp, 1CpGs: 7799258-7799259
cg11316510,chr17:40354318-40354319 - 2bp, 1CpGs: 23484172-23484173
cg12190841,chr17:40354358-40354359 - 2bp, 1CpGs: 23484177-23484178
cg13675721,chr7:140527473-140527474 - 2bp, 1CpGs: 12203015-12203016
cg11609668,chr11:117204362-117204363 - 2bp, 1CpGs: 17555898-17555899
cg09015921,chr17:17811033-17811034 - 2bp, 1CpGs: 23160230-23160231
cg16514513,chr17:50185798-50185799 - 2bp, 1CpGs: 23641102-23641103
cg11993636,chr17:50185837-50185838 - 2bp, 1CpGs: 23641107-23641108
cg25735490,chr17:50185843-50185844 - 2bp, 1CpGs: 23641108-23641109
cg11615029,chr17:50185828-50185829 - 2bp, 1CpGs: 23641105-23641106
cg05480169,chr10:133253904-133253905 - 2bp, 1CpGs: 16414244-16414245
cg04738220,chr19:16355806-16355807 - 2bp, 1CpGs: 25271514-25271515
cg11013793,chr19:16355825-16355826 - 2bp, 1CpGs: 25271516-25271517
cg03383886,chr7:156543923-156543924 - 2bp, 1CpGs: 12388809-12388810
cg21592241,chr11:2713896-2713897 - 2bp, 1CpGs: 16500214-16500215
cg18703066,chr2:104747078-104747079 - 2bp, 1CpGs: 3366696-3366697
cg13909661,chr12:26233900-26233901 - 2bp, 1CpGs: 18021296-18021297
cg16188537,chr12:109266385-109266386 - 2bp, 1CpGs: 18718861-18718862
cg21839504,chr7:156544474-156544475 - 2bp, 1CpGs: 12388825-12388826
cg18195333,chr7:156544515-156544516 - 2bp, 1CpGs: 12388829-12388830
cg14528751,chr9:88529159-88529160 - 2bp, 1CpGs: 14400171-14400172
cg12587618,chr11:1958649-1958650 - 2bp, 1CpGs: 16483750-16483751
cg25670583,chr4:722076-722077 - 2bp, 1CpGs: 6252513-6252514
cg25712567,chr4:722083-722084 - 2bp, 1CpGs: 6252514-6252515
cg22747480,chr10:1120927-1120928 - 2bp, 1CpGs: 15060074-15060075
cg17702388,chr19:16355669-16355670 - 2bp, 1CpGs: 25271501-25271502
cg17738010,chr2:3448666-3448667 - 2bp, 1CpGs: 2427301-2427302
cg00548824,chr2:3448636-3448637 - 2bp, 1CpGs: 2427298-2427299
cg23079012,chr2:8203580-8203581 - 2bp, 1CpGs: 2473336-2473337
cg06982473,chr11:63909139-63909140 - 2bp, 1CpGs: 17043588-17043589
cg14245471,chr2:10427717-10427718 - 2bp, 1CpGs: 2506782-2506783
cg18641463,chr7:2104944-2104945 - 2bp, 1CpGs: 10888064-10888065
cg07993468,chr7:73975302-73975303 - 2bp, 1CpGs: 11621030-11621031
cg12548057,chr7:73975330-73975331 - 2bp, 1CpGs: 11621032-11621033
cg00319661,chr5:2632064-2632065 - 2bp, 1CpGs: 7805806-7805807
cg09234454,chr1:94095141-94095142 - 2bp, 1CpGs: 1096798-1096799
cg24874524,chr2:27150220-27150221 - 2bp, 1CpGs: 2670719-2670720
cg14949065,chr2:27150260-27150261 - 2bp, 1CpGs: 2670722-2670723
cg06947694,chr7:5349640-5349641 - 2bp, 1CpGs: 10950644-10950645
cg21818807,chr17:80920677-80920678 - 2bp, 1CpGs: 24048161-24048162
cg00738309,chr13:113979213-113979214 - 2bp, 1CpGs: 19909994-19909995
cg24926364,chr13:113979164-113979165 - 2bp, 1CpGs: 19909990-19909991
cg23696432,chr19:44647453-44647454 - 2bp, 1CpGs: 25702726-25702727
cg16514513,chr17:50185798-50185799 - 2bp, 1CpGs: 23641102-23641103
cg11993636,chr17:50185837-50185838 - 2bp, 1CpGs: 23641107-23641108
cg25735490,chr17:50185843-50185844 - 2bp, 1CpGs: 23641108-23641109
cg11615029,chr17:50185828-50185829 - 2bp, 1CpGs: 23641105-23641106
cg00439089,chr17:50185789-50185790 - 2bp, 1CpGs: 23641101-23641102
cg21602882,chr8:139925166-139925167 - 2bp, 1CpGs: 13664738-13664739
cg10827460,chr1:943995-943996 - 2bp, 1CpGs: 11245-11246
cg15742605,chr1:944003-944004 - 2bp, 1CpGs: 11246-11247
cg09756115,chr1:944035-944036 - 2bp, 1CpGs: 11248-11249
cg13042918,chr4:119027387-119027388 - 2bp, 1CpGs: 7204090-7204091
cg09757859,chr4:119027350-119027351 - 2bp, 1CpGs: 7204089-7204090
cg06360976,chr2:3448772-3448773 - 2bp, 1CpGs: 2427315-2427316
cg11642891,chr2:3448792-3448793 - 2bp, 1CpGs: 2427318-2427319
cg21299491,chr1:3140802-3140803 - 2bp, 1CpGs: 83787-83788
cg17575314,chr10:69382770-69382771 - 2bp, 1CpGs: 15722828-15722829
cg16832975,chr10:132780028-132780029 - 2bp, 1CpGs: 16397717-16397718
cg19895894,chr10:132779992-132779993 - 2bp, 1CpGs: 16397714-16397715
cg05258294,chr16:1999877-1999878 - 2bp, 1CpGs: 21792245-21792246
cg16516712,chr11:70711340-70711341 - 2bp, 1CpGs: 17184463-17184464
cg23055735,chr11:70711359-70711360 - 2bp, 1CpGs: 17184465-17184466
cg22812030,chr14:104179784-104179785 - 2bp, 1CpGs: 20761719-20761720
cg18287067,chr14:104179798-104179799 - 2bp, 1CpGs: 20761720-20761721
cg00364339,chr3:126721200-126721201 - 2bp, 1CpGs: 5629877-5629878
cg00634652,chr13:111514616-111514617 - 2bp, 1CpGs: 19856934-19856935
cg24402975,chr19:1009733-1009734 - 2bp, 1CpGs: 24908977-24908978
cg02922913,chr19:1009765-1009766 - 2bp, 1CpGs: 24908980-24908981
cg11740348,chr10:132606704-132606705 - 2bp, 1CpGs: 16392539-16392540
cg07249433,chr10:132606679-132606680 - 2bp, 1CpGs: 16392536-16392537
cg04510420,chr16:88069152-88069153 - 2bp, 1CpGs: 22808631-22808632
cg10581012,chr11:110514103-110514104 - 2bp, 1CpGs: 17494048-17494049
cg06360976,chr2:3448772-3448773 - 2bp, 1CpGs: 2427315-2427316
cg11642891,chr2:3448792-3448793 - 2bp, 1CpGs: 2427318-2427319
cg19087171,chr1:234683999-234684000 - 2bp, 1CpGs: 2221953-2221954
cg16465882,chr12:113195515-113195516 - 2bp, 1CpGs: 18774744-18774745
cg02227036,chr16:50391418-50391419 - 2bp, 1CpGs: 22356799-22356800
cg01986767,chr16:50391440-50391441 - 2bp, 1CpGs: 22356802-22356803
cg07205796,chr16:1137722-1137723 - 2bp, 1CpGs: 21762035-21762036
cg07727358,chr4:1014950-1014951 - 2bp, 1CpGs: 6263207-6263208
cg23558764,chr8:30777884-30777885 - 2bp, 1CpGs: 12804097-12804098
cg07993468,chr7:73975302-73975303 - 2bp, 1CpGs: 11621030-11621031
cg12548057,chr7:73975330-73975331 - 2bp, 1CpGs: 11621032-11621033
cg12090001,chr12:52367437-52367438 - 2bp, 1CpGs: 18270173-18270174
cg04551619,chr1:10632742-10632743 - 2bp, 1CpGs: 219345-219346
cg07611351,chr3:9216828-9216829 - 2bp, 1CpGs: 4638702-4638703
cg21663666,chr2:231355837-231355838 - 2bp, 1CpGs: 4389759-4389760
cg22374586,chr2:231355854-231355855 - 2bp, 1CpGs: 4389761-4389762
cg13459217,chr1:205357309-205357310 - 2bp, 1CpGs: 1936548-1936549
cg24402975,chr19:1009733-1009734 - 2bp, 1CpGs: 24908977-24908978
cg02922913,chr19:1009765-1009766 - 2bp, 1CpGs: 24908980-24908981
cg18592195,chr1:227775470-227775471 - 2bp, 1CpGs: 2139303-2139304
cg19547972,chr7:73975245-73975246 - 2bp, 1CpGs: 11621024-11621025
cg14053001,chr2:24115374-24115375 - 2bp, 1CpGs: 2628086-2628087
cg07175255,chr10:129419745-129419746 - 2bp, 1CpGs: 16333991-16333992
cg27104778,chr2:236634063-236634064 - 2bp, 1CpGs: 4465931-4465932
cg20722637,chr2:236634019-236634020 - 2bp, 1CpGs: 4465926-4465927
cg07619683,chr6:151804945-151804946 - 2bp, 1CpGs: 10594907-10594908
cg07189962,chr6:151804957-151804958 - 2bp, 1CpGs: 10594908-10594909
cg26872907,chr6:161375822-161375823 - 2bp, 1CpGs: 10696671-10696672
cg22505006,chr1:155009353-155009354 - 2bp, 1CpGs: 1517869-1517870
cg06768361,chr12:117042528-117042529 - 2bp, 1CpGs: 18819903-18819904
cg15348679,chr21:44206608-44206609 - 2bp, 1CpGs: 27159926-27159927
cg25574765,chr11:70365425-70365426 - 2bp, 1CpGs: 17177379-17177380
cg24011073,chr2:11777661-11777662 - 2bp, 1CpGs: 2527384-2527385
cg27091865,chr2:3779020-3779021 - 2bp, 1CpGs: 2434039-2434040
cg12911732,chr1:50278650-50278651 - 2bp, 1CpGs: 759190-759191
cg10244976,chr16:964818-964819 - 2bp, 1CpGs: 21755258-21755259
cg18121066,chr17:82836398-82836399 - 2bp, 1CpGs: 24108504-24108505
cg13401893,chr6:30071655-30071656 - 2bp, 1CpGs: 9636767-9636768
cg15619820,chr1:3217199-3217200 - 2bp, 1CpGs: 86193-86194
cg23792485,chr20:44355813-44355814 - 2bp, 1CpGs: 26450995-26450996
cg26709988,chr16:84827312-84827313 - 2bp, 1CpGs: 22737059-22737060
cg16953816,chr12:122865405-122865406 - 2bp, 1CpGs: 18907168-18907169
cg05825244,chr20:2749842-2749843 - 2bp, 1CpGs: 26014858-26014859
cg03238075,chr17:21210050-21210051 - 2bp, 1CpGs: 23212682-23212683
cg16871561,chr12:98593109-98593110 - 2bp, 1CpGs: 18623894-18623895
cg24441810,chr2:119678463-119678464 - 2bp, 1CpGs: 3510522-3510523
cg24068006,chr10:420885-420886 - 2bp, 1CpGs: 15045748-15045749
cg12368188,chr15:67033744-67033745 - 2bp, 1CpGs: 21330184-21330185
cg01263942,chr10:649919-649920 - 2bp, 1CpGs: 15050734-15050735
cg23244761,chr6:161375818-161375819 - 2bp, 1CpGs: 10696670-10696671
cg10768932,chr1:198621608-198621609 - 2bp, 1CpGs: 1861832-1861833
cg02123534,chr7:925849-925850 - 2bp, 1CpGs: 10849835-10849836
cg10130374,chr13:111283065-111283066 - 2bp, 1CpGs: 19852875-19852876
cg12754495,chr3:151384915-151384916 - 2bp, 1CpGs: 5841764-5841765
cg16182447,chr11:69449849-69449850 - 2bp, 1CpGs: 17159598-17159599
cg09787504,chr10:3241695-3241696 - 2bp, 1CpGs: 15090586-15090587
cg02582848,chr1:223888197-223888198 - 2bp, 1CpGs: 2094465-2094466
cg02380585,chr17:35449664-35449665 - 2bp, 1CpGs: 23407692-23407693
cg06935361,chr13:32390317-32390318 - 2bp, 1CpGs: 19266934-19266935
cg14565903,chr19:14149779-14149780 - 2bp, 1CpGs: 25232129-25232130
cg02159489,chr17:81492537-81492538 - 2bp, 1CpGs: 24067624-24067625
cg26212328,chr12:46373882-46373883 - 2bp, 1CpGs: 18195529-18195530
cg06430465,chr16:964935-964936 - 2bp, 1CpGs: 21755270-21755271
cg24145118,chr10:2734849-2734850 - 2bp, 1CpGs: 15082472-15082473
cg01782486,chr1:155014036-155014037 - 2bp, 1CpGs: 1517927-1517928
cg27592331,chr18:22176621-22176622 - 2bp, 1CpGs: 24373266-24373267
cg14088921,chr8:97932708-97932709 - 2bp, 1CpGs: 13343895-13343896
cg12422199,chr3:101565322-101565323 - 2bp, 1CpGs: 5443650-5443651
cg17965712,chr5:2757688-2757689 - 2bp, 1CpGs: 7808676-7808677
cg19628988,chr5:139661343-139661344 - 2bp, 1CpGs: 8877352-8877353
cg03634833,chr7:925898-925899 - 2bp, 1CpGs: 10849836-10849837
cg13058457,chr15:38129959-38129960 - 2bp, 1CpGs: 21040282-21040283
cg19351954,chr7:156466513-156466514 - 2bp, 1CpGs: 12387723-12387724
cg04855216,chr5:119273772-119273773 - 2bp, 1CpGs: 8705199-8705200
cg20100745,chr8:133295485-133295486 - 2bp, 1CpGs: 13608258-13608259
cg02606840,chr2:98664467-98664468 - 2bp, 1CpGs: 3308105-3308106
cg14477767,chr4:169274287-169274288 - 2bp, 1CpGs: 7549336-7549337
cg14255824,chr9:69181083-69181084 - 2bp, 1CpGs: 14239941-14239942
cg13488570,chr1:2290814-2290815 - 2bp, 1CpGs: 60723-60724
cg18476766,chr2:239608048-239608049 - 2bp, 1CpGs: 4514526-4514527
cg07545925,chr11:118344212-118344213 - 2bp, 1CpGs: 17571342-17571343
cg16429499,chr16:3547151-3547152 - 2bp, 1CpGs: 21835417-21835418
cg04329870,chr2:86821624-86821625 - 2bp, 1CpGs: 3190161-3190162
cg17459215,chr2:66071108-66071109 - 2bp, 1CpGs: 3014628-3014629
cg07778290,chr12:6215882-6215883 - 2bp, 1CpGs: 17844790-17844791
cg23238315,chr7:156466500-156466501 - 2bp, 1CpGs: 12387722-12387723
cg04416414,chr19:14149775-14149776 - 2bp, 1CpGs: 25232128-25232129
cg18857618,chr2:86821366-86821367 - 2bp, 1CpGs: 3190150-3190151
cg08257257,chr11:68750336-68750337 - 2bp, 1CpGs: 17146073-17146074
cg18023065,chr11:94545437-94545438 - 2bp, 1CpGs: 17384955-17384956
cg17479280,chr1:156496296-156496297 - 2bp, 1CpGs: 1544055-1544056
cg00584840,chr3:113184207-113184208 - 2bp, 1CpGs: 5518845-5518846
cg26937434,chr16:21233830-21233831 - 2bp, 1CpGs: 22070880-22070881
cg24345747,chr2:86788690-86788691 - 2bp, 1CpGs: 3189546-3189547
cg16672562,chr19:46298415-46298416 - 2bp, 1CpGs: 25739063-25739064
cg11697440,chr1:18953692-18953693 - 2bp, 1CpGs: 348451-348452
cg09305503,chr17:9184889-9184890 - 2bp, 1CpGs: 23054004-23054005
cg00705730,chr2:105821664-105821665 - 2bp, 1CpGs: 3379575-3379576
cg07973162,chr4:68569532-68569533 - 2bp, 1CpGs: 6865242-6865243
cg00058449,chr6:31900179-31900180 - 2bp, 1CpGs: 9665391-9665392
cg05959989,chr11:68749696-68749697 - 2bp, 1CpGs: 17146043-17146044
cg04737131,chr7:27103089-27103090 - 2bp, 1CpGs: 11137423-11137424
cg08691577,chr5:14668380-14668381 - 2bp, 1CpGs: 7920371-7920372
cg10471574,chr17:72124177-72124178 - 2bp, 1CpGs: 23871941-23871942
cg22797031,chr1:170660929-170660930 - 2bp, 1CpGs: 1665666-1665667
cg02326806,chr15:96344232-96344233 - 2bp, 1CpGs: 21653772-21653773
cg26986871,chr12:10392484-10392485 - 2bp, 1CpGs: 17899180-17899181
cg26915343,chr2:18721573-18721574 - 2bp, 1CpGs: 2580136-2580137
cg11348106,chr17:77212725-77212726 - 2bp, 1CpGs: 23965139-23965140
cg19236493,chr17:48552234-48552235 - 2bp, 1CpGs: 23613164-23613165
cg09043941,chr10:6255785-6255786 - 2bp, 1CpGs: 15127635-15127636
cg18637238,chr12:10390474-10390475 - 2bp, 1CpGs: 17899165-17899166
cg07385694,chr12:132323878-132323879 - 2bp, 1CpGs: 19052991-19052992
cg09636715,chr7:27177438-27177439 - 2bp, 1CpGs: 11140172-11140173
cg16204205,chr18:22173471-22173472 - 2bp, 1CpGs: 24373220-24373221
cg05044173,chr12:6789334-6789335 - 2bp, 1CpGs: 17856113-17856114
cg08599635,chr16:78462611-78462612 - 2bp, 1CpGs: 22657063-22657064
cg00810292,chr13:75326382-75326383 - 2bp, 1CpGs: 19571758-19571759
cg25174412,chr12:105409875-105409876 - 2bp, 1CpGs: 18680456-18680457
cg11067179,chr11:66316070-66316071 - 2bp, 1CpGs: 17098208-17098209
cg18450582,chr7:95917227-95917228 - 2bp, 1CpGs: 11797025-11797026
cg03339817,chr2:127700707-127700708 - 2bp, 1CpGs: 3585400-3585401
cg04757389,chr19:5250644-5250645 - 2bp, 1CpGs: 25046639-25046640
cg18303397,chr3:129441292-129441293 - 2bp, 1CpGs: 5669375-5669376
cg22840361,chr15:96344690-96344691 - 2bp, 1CpGs: 21653795-21653796
cg00910015,chr2:3779031-3779032 - 2bp, 1CpGs: 2434040-2434041
cg24716664,chr11:1006121-1006122 - 2bp, 1CpGs: 16457198-16457199
cg06419846,chr11:66316226-66316227 - 2bp, 1CpGs: 17098219-17098220
cg21049501,chr17:72124270-72124271 - 2bp, 1CpGs: 23871946-23871947
cg17830515,chr7:1112264-1112265 - 2bp, 1CpGs: 10856941-10856942
cg14676272,chr8:48923601-48923602 - 2bp, 1CpGs: 12985309-12985310
cg05496363,chr11:66316295-66316296 - 2bp, 1CpGs: 17098223-17098224
cg25817701,chr7:2100508-2100509 - 2bp, 1CpGs: 10887913-10887914
cg05613718,chr7:38315499-38315500 - 2bp, 1CpGs: 11238911-11238912
cg16034991,chr19:51643345-51643346 - 2bp, 1CpGs: 25856524-25856525
cg05131696,chr12:31346386-31346387 - 2bp, 1CpGs: 18061495-18061496
cg16406892,chr12:114680972-114680973 - 2bp, 1CpGs: 18793659-18793660
cg07646467,chr10:129046635-129046636 - 2bp, 1CpGs: 16329642-16329643
cg13512987,chr12:6789619-6789620 - 2bp, 1CpGs: 17856118-17856119
cg02227188,chr12:54002570-54002571 - 2bp, 1CpGs: 18294193-18294194
cg00952054,chr1:9376988-9376989 - 2bp, 1CpGs: 196461-196462
cg03318654,chr2:86807077-86807078 - 2bp, 1CpGs: 3189903-3189904
cg15689969,chr5:14374288-14374289 - 2bp, 1CpGs: 7916368-7916369
cg23905789,chr6:32582158-32582159 - 2bp, 1CpGs: 9675457-9675458
cg00366435,chr12:6786939-6786940 - 2bp, 1CpGs: 17856082-17856083
cg26313247,chr6:28525336-28525337 - 2bp, 1CpGs: 9618679-9618680
cg19935471,chr8:98036037-98036038 - 2bp, 1CpGs: 13344908-13344909
cg02770835,chr1:226115785-226115786 - 2bp, 1CpGs: 2119474-2119475
cg02548132,chr8:6562721-6562722 - 2bp, 1CpGs: 12535930-12535931
cg08418872,chr12:6333788-6333789 - 2bp, 1CpGs: 17847146-17847147
cg15732840,chr2:63047480-63047481 - 2bp, 1CpGs: 2986160-2986161
cg16810279,chr17:78258048-78258049 - 2bp, 1CpGs: 23985723-23985724
cg02202923,chr10:133226746-133226747 - 2bp, 1CpGs: 16413021-16413022
cg12883629,chr6:25042269-25042270 - 2bp, 1CpGs: 9578148-9578149
cg10047173,chr12:14843653-14843654 - 2bp, 1CpGs: 17940377-17940378
cg18186081,chr5:122333344-122333345 - 2bp, 1CpGs: 8723086-8723087
cg14009561,chr12:6333879-6333880 - 2bp, 1CpGs: 17847150-17847151
cg25407979,chr1:204287718-204287719 - 2bp, 1CpGs: 1922974-1922975
cg24314564,chr3:188951151-188951152 - 2bp, 1CpGs: 6132205-6132206
cg09654116,chr7:159023522-159023523 - 2bp, 1CpGs: 12440430-12440431
cg01433297,chr20:4171169-4171170 - 2bp, 1CpGs: 26037505-26037506
cg18174654,chr2:86792489-86792490 - 2bp, 1CpGs: 3189767-3189768
cg12313892,chr15:69876713-69876714 - 2bp, 1CpGs: 21361442-21361443
cg12744859,chr17:48592130-48592131 - 2bp, 1CpGs: 23614142-23614143
cg20921890,chr18:22173247-22173248 - 2bp, 1CpGs: 24373216-24373217
cg08506127,chr2:86791835-86791836 - 2bp, 1CpGs: 3189761-3189762
cg13706784,chr16:964975-964976 - 2bp, 1CpGs: 21755274-21755275
cg27317046,chr14:74501506-74501507 - 2bp, 1CpGs: 20430593-20430594
cg12058385,chr2:143691117-143691118 - 2bp, 1CpGs: 3721659-3721660
cg08241939,chr1:204731688-204731689 - 2bp, 1CpGs: 1928677-1928678
cg17939040,chr17:37147032-37147033 - 2bp, 1CpGs: 23430996-23430997
cg23882186,chr2:98448958-98448959 - 2bp, 1CpGs: 3305627-3305628
cg01738022,chr16:3962935-3962936 - 2bp, 1CpGs: 21843610-21843611
cg10002860,chr11:1460946-1460947 - 2bp, 1CpGs: 16471268-16471269
cg26146569,chr15:31345389-31345390 - 2bp, 1CpGs: 20978893-20978894
cg03603062,chr7:95595122-95595123 - 2bp, 1CpGs: 11794830-11794831
cg22943986,chr7:27103081-27103082 - 2bp, 1CpGs: 11137422-11137423
cg11212451,chr5:173771505-173771506 - 2bp, 1CpGs: 9185427-9185428
cg02058628,chr1:2233103-2233104 - 2bp, 1CpGs: 58958-58959
cg24888257,chr6:31817820-31817821 - 2bp, 1CpGs: 9663306-9663307
cg06270401,chr12:4589919-4589920 - 2bp, 1CpGs: 17826700-17826701
cg03274456,chr11:62505644-62505645 - 2bp, 1CpGs: 17023205-17023206
cg04354393,chr17:35448944-35448945 - 2bp, 1CpGs: 23407654-23407655
cg09682051,chr11:128943113-128943114 - 2bp, 1CpGs: 17690224-17690225
cg09318840,chr2:86791821-86791822 - 2bp, 1CpGs: 3189760-3189761
cg10393811,chr2:176119199-176119200 - 2bp, 1CpGs: 3958351-3958352
cg05617307,chr10:119653670-119653671 - 2bp, 1CpGs: 16215013-16215014
cg11408395,chr15:101045506-101045507 - 2bp, 1CpGs: 21706580-21706581
cg22212560,chr11:65408011-65408012 - 2bp, 1CpGs: 17077774-17077775
cg07734975,chr11:9759297-9759298 - 2bp, 1CpGs: 16575465-16575466
cg16814680,chr8:90669471-90669472 - 2bp, 1CpGs: 13286552-13286553
cg00025439,chr16:87822844-87822845 - 2bp, 1CpGs: 22801791-22801792
cg21091766,chr5:177471672-177471673 - 2bp, 1CpGs: 9236534-9236535
cg27345924,chr5:2727644-2727645 - 2bp, 1CpGs: 7807408-7807409
cg00754552,chr19:50345204-50345205 - 2bp, 1CpGs: 25832209-25832210
cg17094363,chr1:1130484-1130485 - 2bp, 1CpGs: 19150-19151
cg12297231,chr1:31058382-31058383 - 2bp, 1CpGs: 529807-529808
cg09505233,chr10:131996583-131996584 - 2bp, 1CpGs: 16376488-16376489
cg04105511,chr12:54015423-54015424 - 2bp, 1CpGs: 18294572-18294573
cg26681770,chr20:57672246-57672247 - 2bp, 1CpGs: 26622150-26622151
cg16454852,chr16:3957818-3957819 - 2bp, 1CpGs: 21843507-21843508
cg18835815,chr8:53844488-53844489 - 2bp, 1CpGs: 13020522-13020523
cg07080653,chr4:53508082-53508083 - 2bp, 1CpGs: 6767427-6767428
cg23216101,chr1:91104655-91104656 - 2bp, 1CpGs: 1069276-1069277
cg13533061,chr17:76716347-76716348 - 2bp, 1CpGs: 23955892-23955893
cg13785123,chr1:8871076-8871077 - 2bp, 1CpGs: 186416-186417
cg07532183,chr8:119672728-119672729 - 2bp, 1CpGs: 13495119-13495120
cg13668207,chr12:65510672-65510673 - 2bp, 1CpGs: 18396687-18396688
cg08437576,chr15:69321043-69321044 - 2bp, 1CpGs: 21355350-21355351
cg00804179,chr3:13042474-13042475 - 2bp, 1CpGs: 4690123-4690124
cg09245302,chr17:82336684-82336685 - 2bp, 1CpGs: 24094304-24094305
cg17504394,chr17:72343154-72343155 - 2bp, 1CpGs: 23874163-23874164
cg18782488,chr7:134992806-134992807 - 2bp, 1CpGs: 12146952-12146953
cg23249922,chr10:132418045-132418046 - 2bp, 1CpGs: 16387756-16387757
cg24602704,chr15:25706016-25706017 - 2bp, 1CpGs: 20908341-20908342
cg19455189,chr2:230878019-230878020 - 2bp, 1CpGs: 4383213-4383214
cg04264633,chr20:17559916-17559917 - 2bp, 1CpGs: 26140236-26140237
cg04858164,chr15:57032135-57032136 - 2bp, 1CpGs: 21219121-21219122
cg13453904,chr10:131652274-131652275 - 2bp, 1CpGs: 16369432-16369433
cg16214653,chr15:99508295-99508296 - 2bp, 1CpGs: 21686903-21686904
cg14085952,chr9:136602392-136602393 - 2bp, 1CpGs: 14990230-14990231
cg06449334,chr20:17612796-17612797 - 2bp, 1CpGs: 26140866-26140867
cg24169669,chr14:37622875-37622876 - 2bp, 1CpGs: 20123379-20123380
cg07993350,chr4:15935675-15935676 - 2bp, 1CpGs: 6475032-6475033
cg16049391,chr15:83285643-83285644 - 2bp, 1CpGs: 21515763-21515764
cg06736000,chr2:241933752-241933753 - 2bp, 1CpGs: 4563281-4563282
cg05618401,chr7:135749012-135749013 - 2bp, 1CpGs: 12154234-12154235
cg11531557,chr8:29061717-29061718 - 2bp, 1CpGs: 12784860-12784861
cg07016730,chr22:50473877-50473878 - 2bp, 1CpGs: 27843735-27843736
cg01476222,chr11:36500593-36500594 - 2bp, 1CpGs: 16783300-16783301
cg23669081,chr17:48607991-48607992 - 2bp, 1CpGs: 23614740-23614741
cg03119829,chr1:63705293-63705294 - 2bp, 1CpGs: 884887-884888
cg04115185,chr5:2279010-2279011 - 2bp, 1CpGs: 7801089-7801090
cg12673499,chr10:102652306-102652307 - 2bp, 1CpGs: 16057121-16057122
cg21488876,chr19:5250365-5250366 - 2bp, 1CpGs: 25046623-25046624
cg04963424,chr12:57619862-57619863 - 2bp, 1CpGs: 18340700-18340701
cg11323985,chr8:18683987-18683988 - 2bp, 1CpGs: 12671165-12671166
cg12603453,chr6:151373544-151373545 - 2bp, 1CpGs: 10590256-10590257
cg06200244,chr2:12722211-12722212 - 2bp, 1CpGs: 2535653-2535654
